 Global NB Heating and Current Drive Parameters
 ----------------------------------------------
 TOTALS:
 Total Absorbed Power      =    4.6000 MW
 Total Lost Power          =     .0000 MW
 Total NB Driven Current   =   .13182E+06 A
 Total NBCD Efficiency     =   .28656E-01 A/W
 Total Beam Beta           =   .17245E-02
 Taus                      =   .29235E-02 s
 Volp                      =   .17938E+02 m3

 Information per Beamline and Energy Group:
 -----------------------------------------
                       Beam 1          Beam 2          Beam 3
                       ------          ------          ------
 Absorbed Power      .46000E+01
 Lost Power          .00000E+00
 NB driven current   .13182E+06
 NBCD efficiency     .28656E-01
 NBCD gamma          .12098E-01

 Beam Shinethrough
    energy group 1   .00000E+00
    energy group 2   .00000E+00
    energy group 3   .00000E+00

 Beam-Target Parameters
 ----------------------
 Total Beam-Target Fusion Power   =   .30843E-03 MW
 Total Power to Charged Particles =   .20352E-03 MW
 Total DT Neutron Rate            =   .00000E+00 n/s
 Total DD Neutron Rate            =   .26726E+15 n/s

 Neutral Beam Deposition Profiles
 --------------------------------
 Beam  1
     rho      hofr_1       hofr_2       hofr_3
   .01196   .63888E+00   .63851E+00   .63834E+00
   .02392   .63874E+00   .63823E+00   .63795E+00
   .03588   .63850E+00   .63776E+00   .63729E+00
   .04784   .63816E+00   .63709E+00   .63637E+00
   .05980   .63774E+00   .63623E+00   .63519E+00
   .07176   .63721E+00   .63518E+00   .63375E+00
   .08372   .63658E+00   .63393E+00   .63206E+00
   .09568   .63585E+00   .63248E+00   .63011E+00
   .10764   .63502E+00   .63083E+00   .62790E+00
   .11960   .63296E+00   .62688E+00   .62273E+00
   .13156   .63115E+00   .62345E+00   .61832E+00
   .14352   .62934E+00   .62003E+00   .61400E+00
   .15548   .62748E+00   .61657E+00   .60970E+00
   .16744   .62559E+00   .61307E+00   .60542E+00
   .17940   .62366E+00   .60951E+00   .60113E+00
   .19136   .62169E+00   .60593E+00   .59687E+00
   .20332   .61972E+00   .60234E+00   .59265E+00
   .21528   .61771E+00   .59872E+00   .58846E+00
   .22724   .61572E+00   .59511E+00   .58433E+00
   .23920   .61373E+00   .59152E+00   .58026E+00
   .25116   .61175E+00   .58795E+00   .57624E+00
   .26312   .60980E+00   .58440E+00   .57229E+00
   .27508   .60788E+00   .58090E+00   .56841E+00
   .28704   .60600E+00   .57743E+00   .56459E+00
   .29900   .60415E+00   .57399E+00   .56084E+00
   .31096   .60236E+00   .57060E+00   .55716E+00
   .32292   .60062E+00   .56726E+00   .55354E+00
   .33488   .59895E+00   .56396E+00   .54998E+00
   .34684   .59734E+00   .56071E+00   .54648E+00
   .35880   .59583E+00   .55752E+00   .54305E+00
   .37076   .59441E+00   .55437E+00   .53968E+00
   .38272   .59309E+00   .55129E+00   .53636E+00
   .39468   .59189E+00   .54827E+00   .53311E+00
   .40664   .59086E+00   .54533E+00   .52993E+00
   .41860   .58998E+00   .54246E+00   .52680E+00
   .43056   .58934E+00   .53970E+00   .52375E+00
   .44252   .58896E+00   .53704E+00   .52078E+00
   .45448   .58892E+00   .53452E+00   .51788E+00
   .46644   .58929E+00   .53215E+00   .51506E+00
   .47840   .59020E+00   .52997E+00   .51234E+00
   .49036   .59182E+00   .52804E+00   .50973E+00
   .50232   .59438E+00   .52642E+00   .50724E+00
   .51428   .59834E+00   .52527E+00   .50493E+00
   .52624   .60458E+00   .52487E+00   .50288E+00
   .53820   .61562E+00   .52606E+00   .50135E+00
   .55016   .63909E+00   .53166E+00   .50121E+00
   .56212   .62968E+00   .52647E+00   .49783E+00
   .57408   .62935E+00   .52438E+00   .49541E+00
   .58604   .60776E+00   .51547E+00   .49096E+00
   .59800   .00000E+00   .00000E+00   .00000E+00

   rho     jnbtot      pNBe        pNBi        nbfast      pressb      pfusb      dvol      dA
  .0000   .2436E+06   .7821E+00   .9793E+00   .6080E+19   .2215E+05   .1975E-03   .1506E-02   .1421E-03
  .0200   .7124E+06   .1580E+01   .1976E+01   .1230E+20   .4480E+05   .3986E-03   .1205E-01   .1137E-02
  .0400   .5254E+06   .1042E+01   .1301E+01   .8128E+19   .2959E+05   .2623E-03   .2412E-01   .2275E-02
  .0600   .5022E+06   .9210E+00   .1148E+01   .7212E+19   .2623E+05   .2311E-03   .3621E-01   .3416E-02
  .0800   .4967E+06   .8550E+00   .1063E+01   .6735E+19   .2446E+05   .2133E-03   .4834E-01   .4560E-02
  .1000   .4929E+06   .8045E+00   .9962E+00   .6383E+19   .2314E+05   .1991E-03   .6052E-01   .5710E-02
  .1200   .4869E+06   .7599E+00   .9362E+00   .6073E+19   .2197E+05   .1862E-03   .7276E-01   .6865E-02
  .1400   .4773E+06   .7173E+00   .8779E+00   .5775E+19   .2084E+05   .1736E-03   .8508E-01   .8027E-02
  .1600   .4643E+06   .6754E+00   .8203E+00   .5478E+19   .1970E+05   .1613E-03   .9749E-01   .9198E-02
  .1800   .4487E+06   .6340E+00   .7634E+00   .5181E+19   .1857E+05   .1491E-03   .1100E+00   .1038E-01
  .2000   .3480E+06   .4801E+00   .5729E+00   .3954E+19   .1410E+05   .1109E-03   .1226E+00   .1157E-01
  .2200   .3018E+06   .4073E+00   .4808E+00   .3377E+19   .1199E+05   .9211E-04   .1354E+00   .1277E-01
  .2400   .2702E+06   .3575E+00   .4168E+00   .2982E+19   .1053E+05   .7893E-04   .1483E+00   .1399E-01
  .2600   .2459E+06   .3197E+00   .3676E+00   .2679E+19   .9411E+04   .6870E-04   .1613E+00   .1522E-01
  .2800   .2260E+06   .2895E+00   .3278E+00   .2434E+19   .8502E+04   .6043E-04   .1745E+00   .1646E-01
  .3000   .2090E+06   .2648E+00   .2947E+00   .2230E+19   .7740E+04   .5354E-04   .1879E+00   .1773E-01
  .3200   .1941E+06   .2441E+00   .2666E+00   .2056E+19   .7087E+04   .4768E-04   .2015E+00   .1901E-01
  .3400   .1810E+06   .2265E+00   .2423E+00   .1904E+19   .6516E+04   .4262E-04   .2153E+00   .2031E-01
  .3600   .1693E+06   .2115E+00   .2212E+00   .1770E+19   .6012E+04   .3822E-04   .2293E+00   .2163E-01
  .3800   .1586E+06   .1985E+00   .2026E+00   .1650E+19   .5560E+04   .3434E-04   .2435E+00   .2297E-01
  .4000   .1487E+06   .1871E+00   .1860E+00   .1541E+19   .5149E+04   .3091E-04   .2579E+00   .2433E-01
  .4200   .1396E+06   .1773E+00   .1712E+00   .1442E+19   .4774E+04   .2784E-04   .2727E+00   .2572E-01
  .4400   .1311E+06   .1686E+00   .1580E+00   .1351E+19   .4429E+04   .2510E-04   .2876E+00   .2714E-01
  .4600   .1231E+06   .1610E+00   .1459E+00   .1266E+19   .4109E+04   .2262E-04   .3029E+00   .2858E-01
  .4800   .1155E+06   .1543E+00   .1350E+00   .1187E+19   .3811E+04   .2039E-04   .3185E+00   .3004E-01
  .5000   .1083E+06   .1485E+00   .1250E+00   .1112E+19   .3532E+04   .1836E-04   .3343E+00   .3154E-01
  .5200   .1015E+06   .1433E+00   .1159E+00   .1042E+19   .3270E+04   .1652E-04   .3505E+00   .3307E-01
  .5400   .9501E+05   .1388E+00   .1074E+00   .9758E+18   .3023E+04   .1484E-04   .3670E+00   .3462E-01
  .5600   .8876E+05   .1348E+00   .9961E-01   .9126E+18   .2789E+04   .1330E-04   .3839E+00   .3621E-01
  .5800   .8275E+05   .1313E+00   .9234E-01   .8523E+18   .2568E+04   .1189E-04   .4011E+00   .3784E-01
  .6000   .7695E+05   .1282E+00   .8552E-01   .7943E+18   .2357E+04   .1060E-04   .4186E+00   .3950E-01
  .6200   .7136E+05   .1254E+00   .7913E-01   .7388E+18   .2157E+04   .9420E-05   .4366E+00   .4119E-01
  .6400   .6597E+05   .1230E+00   .7310E-01   .6855E+18   .1967E+04   .8333E-05   .4549E+00   .4292E-01
  .6600   .6077E+05   .1208E+00   .6737E-01   .6341E+18   .1786E+04   .7334E-05   .4737E+00   .4469E-01
  .6800   .5575E+05   .1188E+00   .6191E-01   .5843E+18   .1615E+04   .6416E-05   .4929E+00   .4650E-01
  .7000   .5093E+05   .1169E+00   .5670E-01   .5366E+18   .1452E+04   .5560E-05   .5125E+00   .4835E-01
  .7200   .4629E+05   .1151E+00   .5170E-01   .4905E+18   .1299E+04   .4810E-05   .5325E+00   .5024E-01
  .7400   .4183E+05   .1133E+00   .4688E-01   .4460E+18   .1154E+04   .4102E-05   .5530E+00   .5217E-01
  .7600   .3758E+05   .1115E+00   .4225E-01   .4032E+18   .1018E+04   .3480E-05   .5740E+00   .5415E-01
  .7800   .3353E+05   .1095E+00   .3779E-01   .3623E+18   .8909E+03   .2912E-05   .5954E+00   .5618E-01
  .8000   .2970E+05   .1073E+00   .3351E-01   .3231E+18   .7730E+03   .2406E-05   .6174E+00   .5825E-01
  .8200   .2609E+05   .1049E+00   .2942E-01   .2859E+18   .6643E+03   .1960E-05   .6399E+00   .6037E-01
  .8400   .2272E+05   .1021E+00   .2552E-01   .2507E+18   .5648E+03   .1572E-05   .6628E+00   .6253E-01
  .8600   .1958E+05   .9895E-01   .2182E-01   .2176E+18   .4744E+03   .1238E-05   .6863E+00   .6475E-01
  .8800   .1670E+05   .9547E-01   .1836E-01   .1867E+18   .3930E+03   .9560E-06   .7104E+00   .6702E-01
  .9000   .1411E+05   .9199E-01   .1515E-01   .1579E+18   .3203E+03   .7204E-06   .7350E+00   .6934E-01
  .9200   .1194E+05   .8993E-01   .1227E-01   .1319E+18   .2573E+03   .5310E-06   .7602E+00   .7172E-01
  .9400   .8430E+04   .8054E-01   .8801E-02   .9739E+17   .1785E+03   .3267E-06   .7860E+00   .7415E-01
  .9600   .5463E+04   .7224E-01   .5789E-02   .6590E+17   .1118E+03   .1775E-06   .8123E+00   .7664E-01
  .9800   .2834E+04   .5865E-01   .3140E-02   .3741E+17   .5716E+02   .7368E-07   .8393E+00   .7918E-01
 1.0000   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00
