 Global NB Heating and Current Drive Parameters
 ----------------------------------------------
 TOTALS:
 Total Absorbed Power      =    4.2282 MW
 Total Lost Power          =     .0718 MW
 Total NB Driven Current   =   .10746E+06 A
 Total NBCD Efficiency     =   .25415E-01 A/W
 Total Beam Beta           =   .14671E-02
 Taus                      =   .43344E-02 s
 Volp                      =   .18044E+02 m3

 Information per Beamline and Energy Group:
 -----------------------------------------
                       Beam 1          Beam 2          Beam 3
                       ------          ------          ------
 Absorbed Power      .42282E+01
 Lost Power          .71813E-01
 NB driven current   .10746E+06
 NBCD efficiency     .25415E-01
 NBCD gamma          .11427E-01

 Beam Shinethrough
    energy group 1   .21975E-01
    energy group 2   .00000E+00
    energy group 3   .00000E+00

 Beam-Target Parameters
 ----------------------
 Total Beam-Target Fusion Power   =   .25360E-03 MW
 Total Power to Charged Particles =   .16740E-03 MW
 Total DT Neutron Rate            =   .00000E+00 n/s
 Total DD Neutron Rate            =   .21960E+15 n/s

 Neutral Beam Deposition Profiles
 --------------------------------
 Beam  1
     rho      hofr_1       hofr_2       hofr_3
   .46527   .53825E+00   .49813E+00   .48549E+00
   .47720   .53666E+00   .49531E+00   .48263E+00
   .48913   .53523E+00   .49258E+00   .47983E+00
   .50106   .53402E+00   .48996E+00   .47711E+00
   .51299   .53305E+00   .48743E+00   .47445E+00
   .52492   .53241E+00   .48504E+00   .47186E+00
   .53685   .53219E+00   .48279E+00   .46935E+00
   .54878   .53251E+00   .48073E+00   .46692E+00
   .56071   .53361E+00   .47892E+00   .46461E+00
   .57264   .53586E+00   .47747E+00   .46242E+00
   .58457   .54016E+00   .47662E+00   .46045E+00
   .59650   .00000E+00   .00000E+00   .00000E+00

   rho     jnbtot      pNBe        pNBi        nbfast      pressb      pfusb      dvol      dA
  .0000   .1546E+06   .5025E+00   .6909E+00   .4372E+19   .1586E+05   .1358E-03   .1546E-02   .1464E-03
  .0200   .4640E+06   .1012E+01   .1388E+01   .8804E+19   .3191E+05   .2729E-03   .1237E-01   .1172E-02
  .0400   .3436E+06   .6677E+00   .9128E+00   .5806E+19   .2103E+05   .1793E-03   .2475E-01   .2344E-02
  .0600   .3286E+06   .5910E+00   .8038E+00   .5136E+19   .1857E+05   .1575E-03   .3715E-01   .3519E-02
  .0800   .3246E+06   .5498E+00   .7423E+00   .4773E+19   .1723E+05   .1447E-03   .4959E-01   .4698E-02
  .1000   .3212E+06   .5189E+00   .6933E+00   .4497E+19   .1619E+05   .1343E-03   .6207E-01   .5880E-02
  .1200   .3159E+06   .4916E+00   .6490E+00   .4250E+19   .1525E+05   .1247E-03   .7461E-01   .7068E-02
  .1400   .3081E+06   .4656E+00   .6061E+00   .4013E+19   .1434E+05   .1155E-03   .8722E-01   .8263E-02
  .1600   .2980E+06   .4400E+00   .5640E+00   .3778E+19   .1345E+05   .1064E-03   .9991E-01   .9465E-02
  .1800   .2860E+06   .4148E+00   .5225E+00   .3545E+19   .1256E+05   .9756E-04   .1127E+00   .1068E-01
  .2000   .2726E+06   .3899E+00   .4820E+00   .3313E+19   .1167E+05   .8896E-04   .1256E+00   .1190E-01
  .2200   .2582E+06   .3656E+00   .4428E+00   .3085E+19   .1081E+05   .8068E-04   .1386E+00   .1313E-01
  .2400   .2434E+06   .3421E+00   .4054E+00   .2864E+19   .9970E+04   .7280E-04   .1517E+00   .1437E-01
  .2600   .2284E+06   .3197E+00   .3700E+00   .2652E+19   .9169E+04   .6540E-04   .1650E+00   .1563E-01
  .2800   .2135E+06   .2985E+00   .3370E+00   .2450E+19   .8409E+04   .5854E-04   .1784E+00   .1690E-01
  .3000   .1940E+06   .2719E+00   .2991E+00   .2205E+19   .7508E+04   .5097E-04   .1920E+00   .1819E-01
  .3200   .1701E+06   .2400E+00   .2570E+00   .1921E+19   .6483E+04   .4288E-04   .2058E+00   .1949E-01
  .3400   .1545E+06   .2201E+00   .2290E+00   .1735E+19   .5802E+04   .3738E-04   .2197E+00   .2081E-01
  .3600   .1420E+06   .2047E+00   .2066E+00   .1586E+19   .5254E+04   .3297E-04   .2338E+00   .2215E-01
  .3800   .1312E+06   .1920E+00   .1878E+00   .1460E+19   .4790E+04   .2926E-04   .2482E+00   .2351E-01
  .4000   .1218E+06   .1815E+00   .1716E+00   .1351E+19   .4385E+04   .2608E-04   .2627E+00   .2489E-01
  .4200   .1134E+06   .1724E+00   .1575E+00   .1254E+19   .4028E+04   .2331E-04   .2775E+00   .2629E-01
  .4400   .1057E+06   .1646E+00   .1451E+00   .1167E+19   .3707E+04   .2088E-04   .2926E+00   .2772E-01
  .4600   .9862E+05   .1578E+00   .1339E+00   .1088E+19   .3416E+04   .1873E-04   .3079E+00   .2917E-01
  .4800   .9209E+05   .1519E+00   .1239E+00   .1016E+19   .3151E+04   .1682E-04   .3234E+00   .3064E-01
  .5000   .8603E+05   .1467E+00   .1149E+00   .9499E+18   .2909E+04   .1511E-04   .3393E+00   .3214E-01
  .5200   .8036E+05   .1420E+00   .1067E+00   .8884E+18   .2685E+04   .1358E-04   .3554E+00   .3367E-01
  .5400   .7502E+05   .1379E+00   .9916E-01   .8310E+18   .2477E+04   .1220E-04   .3718E+00   .3523E-01
  .5600   .6999E+05   .1343E+00   .9224E-01   .7773E+18   .2284E+04   .1095E-04   .3886E+00   .3681E-01
  .5800   .6522E+05   .1310E+00   .8582E-01   .7267E+18   .2105E+04   .9823E-05   .4057E+00   .3843E-01
  .6000   .6069E+05   .1280E+00   .7984E-01   .6788E+18   .1936E+04   .8797E-05   .4231E+00   .4008E-01
  .6200   .5638E+05   .1252E+00   .7425E-01   .6335E+18   .1779E+04   .7864E-05   .4408E+00   .4176E-01
  .6400   .5229E+05   .1227E+00   .6900E-01   .5906E+18   .1631E+04   .7014E-05   .4589E+00   .4348E-01
  .6600   .4839E+05   .1204E+00   .6404E-01   .5497E+18   .1492E+04   .6237E-05   .4774E+00   .4523E-01
  .6800   .4466E+05   .1181E+00   .5932E-01   .5105E+18   .1361E+04   .5525E-05   .4963E+00   .4701E-01
  .7000   .4111E+05   .1160E+00   .5482E-01   .4731E+18   .1238E+04   .4874E-05   .5155E+00   .4884E-01
  .7200   .3771E+05   .1138E+00   .5050E-01   .4372E+18   .1122E+04   .4276E-05   .5352E+00   .5070E-01
  .7400   .3444E+05   .1116E+00   .4633E-01   .4026E+18   .1013E+04   .3728E-05   .5552E+00   .5260E-01
  .7600   .3131E+05   .1093E+00   .4228E-01   .3691E+18   .9088E+03   .3225E-05   .5757E+00   .5454E-01
  .7800   .2829E+05   .1069E+00   .3834E-01   .3367E+18   .8104E+03   .2764E-05   .5967E+00   .5653E-01
  .8000   .2538E+05   .1043E+00   .3450E-01   .3052E+18   .7171E+03   .2336E-05   .6181E+00   .5855E-01
  .8200   .2257E+05   .1015E+00   .3073E-01   .2745E+18   .6285E+03   .1956E-05   .6400E+00   .6063E-01
  .8400   .1985E+05   .9837E-01   .2705E-01   .2444E+18   .5441E+03   .1606E-05   .6623E+00   .6274E-01
  .8600   .1722E+05   .9492E-01   .2344E-01   .2148E+18   .4637E+03   .1290E-05   .6851E+00   .6490E-01
  .8800   .1466E+05   .9108E-01   .1991E-01   .1858E+18   .3874E+03   .1007E-05   .7084E+00   .6711E-01
  .9000   .1218E+05   .8673E-01   .1649E-01   .1571E+18   .3152E+03   .7581E-06   .7322E+00   .6937E-01
  .9200   .9811E+04   .8181E-01   .1321E-01   .1290E+18   .2478E+03   .5454E-06   .7566E+00   .7168E-01
  .9400   .7583E+04   .7616E-01   .1015E-01   .1022E+18   .1865E+03   .3706E-06   .7815E+00   .7403E-01
  .9600   .5572E+04   .6962E-01   .7390E-02   .7722E+17   .1331E+03   .2344E-06   .8069E+00   .7644E-01
  .9800   .3873E+04   .6189E-01   .5024E-02   .5534E+17   .8942E+02   .1357E-06   .8329E+00   .7890E-01
 1.0000   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00
