rhor,xne,xni,xte,xti,xer,fz1,fracz,exlti,exlte,vpolC,vtorC,exlni,q,zbar2
1.20E-01,4.26E+19,3.75E+19,1.75E+03,2.10E+03,1.69E+04,1.47E+18,2.50E-02,0.88616163,1.102072,-2.23E+01,8.97E+04,1.3052934,4.84E-01,6
1.25E-01,4.24E+19,3.74E+19,1.75E+03,2.09E+03,1.75E+04,1.46E+18,2.50E-02,0.8305335,1.037757,-2.52E+01,8.97E+04,1.219407,4.89E-01,6
1.30E-01,4.23E+19,3.73E+19,1.74E+03,2.08E+03,1.81E+04,1.46E+18,2.50E-02,0.78874272,0.99031023,-2.83E+01,8.96E+04,1.1649626,4.94E-01,6
1.35E-01,4.22E+19,3.72E+19,1.73E+03,2.07E+03,1.86E+04,1.46E+18,2.50E-02,0.76240039,0.96189829,-3.17E+01,8.96E+04,1.1426038,4.99E-01,6
1.40E-01,4.21E+19,3.71E+19,1.73E+03,2.06E+03,1.92E+04,1.46E+18,2.50E-02,0.74643075,0.94628866,-3.53E+01,8.95E+04,1.1439549,5.03E-01,6
1.45E-01,4.20E+19,3.70E+19,1.72E+03,2.05E+03,1.98E+04,1.46E+18,2.50E-02,0.73340124,0.93446368,-3.93E+01,8.95E+04,1.1589228,5.08E-01,6
1.50E-01,4.18E+19,3.69E+19,1.72E+03,2.04E+03,2.03E+04,1.46E+18,2.50E-02,0.71742421,0.91861123,-4.35E+01,8.94E+04,1.1786724,5.13E-01,6
1.55E-01,4.17E+19,3.68E+19,1.71E+03,2.03E+03,2.09E+04,1.46E+18,2.50E-02,0.69858027,0.89895269,-4.80E+01,8.94E+04,1.2030751,5.18E-01,6
1.60E-01,4.16E+19,3.67E+19,1.70E+03,2.02E+03,2.14E+04,1.46E+18,2.50E-02,0.67501849,0.87306013,-5.27E+01,8.93E+04,1.2295399,5.23E-01,6
1.65E-01,4.14E+19,3.66E+19,1.70E+03,2.01E+03,2.20E+04,1.46E+18,2.50E-02,0.65231311,0.84801293,-5.78E+01,8.92E+04,1.2580278,5.28E-01,6
1.70E-01,4.13E+19,3.65E+19,1.69E+03,2.00E+03,2.25E+04,1.46E+18,2.50E-02,0.63195252,0.82567176,-6.33E+01,8.92E+04,1.2866508,5.33E-01,6
1.75E-01,4.12E+19,3.64E+19,1.68E+03,1.99E+03,2.30E+04,1.46E+18,2.50E-02,0.61411101,0.80660487,-6.90E+01,8.91E+04,1.3158287,5.38E-01,6
1.80E-01,4.10E+19,3.63E+19,1.68E+03,1.98E+03,2.35E+04,1.46E+18,2.50E-02,0.5986883,0.79041944,-7.51E+01,8.90E+04,1.3451517,5.43E-01,6
1.85E-01,4.09E+19,3.62E+19,1.67E+03,1.97E+03,2.39E+04,1.46E+18,2.50E-02,0.58413982,0.77528923,-8.15E+01,8.89E+04,1.3718929,5.48E-01,6
1.90E-01,4.08E+19,3.61E+19,1.66E+03,1.96E+03,2.44E+04,1.46E+18,2.50E-02,0.56999308,0.76053099,-8.83E+01,8.88E+04,1.3933536,5.53E-01,6
1.95E-01,4.06E+19,3.60E+19,1.65E+03,1.95E+03,2.49E+04,1.46E+18,2.50E-02,0.55607617,0.74601539,-9.55E+01,8.87E+04,1.4099441,5.59E-01,6
2.00E-01,4.05E+19,3.59E+19,1.65E+03,1.94E+03,2.53E+04,1.46E+18,2.50E-02,0.54223007,0.7313484,-1.03E+02,8.86E+04,1.4188603,5.64E-01,6
2.05E-01,4.03E+19,3.58E+19,1.64E+03,1.92E+03,2.57E+04,1.46E+18,2.50E-02,0.52942222,0.71791149,-1.11E+02,8.85E+04,1.4219095,5.69E-01,6
2.10E-01,4.02E+19,3.58E+19,1.63E+03,1.91E+03,2.61E+04,1.46E+18,2.50E-02,0.51700139,0.7049695,-1.19E+02,8.84E+04,1.4170055,5.75E-01,6
2.15E-01,4.00E+19,3.57E+19,1.62E+03,1.90E+03,2.65E+04,1.46E+18,2.50E-02,0.50545031,0.6930863,-1.28E+02,8.83E+04,1.4061476,5.80E-01,6
2.20E-01,3.99E+19,3.56E+19,1.61E+03,1.89E+03,2.69E+04,1.46E+18,2.50E-02,0.49425459,0.68149756,-1.37E+02,8.81E+04,1.3873765,5.86E-01,6
2.25E-01,3.97E+19,3.55E+19,1.61E+03,1.87E+03,2.73E+04,1.46E+18,2.50E-02,0.48350519,0.67044843,-1.47E+02,8.80E+04,1.3623567,5.91E-01,6
2.30E-01,3.96E+19,3.54E+19,1.60E+03,1.86E+03,2.76E+04,1.46E+18,2.50E-02,0.4731518,0.65986362,-1.57E+02,8.79E+04,1.3316218,5.97E-01,6
2.35E-01,3.95E+19,3.53E+19,1.59E+03,1.85E+03,2.80E+04,1.46E+18,2.50E-02,0.46318713,0.64963281,-1.67E+02,8.77E+04,1.3013716,6.03E-01,6
2.40E-01,3.93E+19,3.52E+19,1.58E+03,1.83E+03,2.83E+04,1.46E+18,2.50E-02,0.453592,0.63990125,-1.78E+02,8.76E+04,1.2747805,6.09E-01,6
2.45E-01,3.92E+19,3.51E+19,1.57E+03,1.82E+03,2.86E+04,1.46E+18,2.50E-02,0.44422361,0.6303658,-1.89E+02,8.74E+04,1.2512544,6.15E-01,6
2.50E-01,3.90E+19,3.50E+19,1.57E+03,1.81E+03,2.89E+04,1.46E+18,2.50E-02,0.43535349,0.62141306,-2.01E+02,8.72E+04,1.2306763,6.21E-01,6
2.55E-01,3.89E+19,3.49E+19,1.56E+03,1.79E+03,2.92E+04,1.46E+18,2.50E-02,0.4266316,0.61253409,-2.14E+02,8.71E+04,1.2123369,6.27E-01,6
2.60E-01,3.87E+19,3.49E+19,1.55E+03,1.78E+03,2.95E+04,1.46E+18,2.50E-02,0.41819066,0.60404152,-2.26E+02,8.69E+04,1.1965021,6.33E-01,6
2.65E-01,3.86E+19,3.48E+19,1.54E+03,1.76E+03,2.97E+04,1.46E+18,2.50E-02,0.41010329,0.59595242,-2.40E+02,8.67E+04,1.1829431,6.40E-01,6
2.70E-01,3.84E+19,3.47E+19,1.53E+03,1.75E+03,3.00E+04,1.46E+18,2.50E-02,0.40220642,0.58804782,-2.53E+02,8.65E+04,1.169749,6.46E-01,6
2.75E-01,3.83E+19,3.46E+19,1.52E+03,1.73E+03,3.02E+04,1.46E+18,2.50E-02,0.39451492,0.58034235,-2.68E+02,8.63E+04,1.1568499,6.53E-01,6
2.80E-01,3.81E+19,3.45E+19,1.51E+03,1.72E+03,3.04E+04,1.46E+18,2.50E-02,0.38716763,0.57305712,-2.83E+02,8.61E+04,1.1448282,6.59E-01,6
2.85E-01,3.80E+19,3.44E+19,1.50E+03,1.70E+03,3.06E+04,1.46E+18,2.50E-02,0.37993249,0.56587525,-2.98E+02,8.59E+04,1.1330827,6.66E-01,6
2.90E-01,3.78E+19,3.43E+19,1.50E+03,1.69E+03,3.08E+04,1.46E+18,2.50E-02,0.37293658,0.55895695,-3.14E+02,8.56E+04,1.121972,6.73E-01,6
2.95E-01,3.77E+19,3.41E+19,1.49E+03,1.67E+03,3.10E+04,1.46E+18,2.50E-02,0.36614671,0.55225,-3.31E+02,8.54E+04,1.1110253,6.80E-01,6
3.00E-01,3.75E+19,3.40E+19,1.48E+03,1.66E+03,3.11E+04,1.46E+18,2.50E-02,0.35960001,0.5458445,-3.48E+02,8.52E+04,1.0998082,6.87E-01,6
3.05E-01,3.74E+19,3.39E+19,1.47E+03,1.64E+03,3.13E+04,1.46E+18,2.50E-02,0.35317492,0.53955522,-3.65E+02,8.49E+04,1.0871264,6.94E-01,6
3.10E-01,3.72E+19,3.38E+19,1.46E+03,1.63E+03,3.14E+04,1.46E+18,2.50E-02,0.3468315,0.53331101,-3.84E+02,8.47E+04,1.0731058,7.01E-01,6
3.15E-01,3.71E+19,3.37E+19,1.45E+03,1.61E+03,3.15E+04,1.46E+18,2.50E-02,0.34073383,0.52736902,-4.02E+02,8.44E+04,1.0585313,7.08E-01,6
3.20E-01,3.69E+19,3.36E+19,1.44E+03,1.60E+03,3.16E+04,1.47E+18,2.50E-02,0.33473414,0.52148795,-4.22E+02,8.41E+04,1.0425262,7.16E-01,6
3.25E-01,3.68E+19,3.35E+19,1.43E+03,1.58E+03,3.16E+04,1.47E+18,2.50E-02,0.32883382,0.51569905,-4.42E+02,8.39E+04,1.0256951,7.23E-01,6
3.30E-01,3.67E+19,3.34E+19,1.42E+03,1.56E+03,3.17E+04,1.47E+18,2.50E-02,0.32303214,0.50998266,-4.63E+02,8.36E+04,1.0093919,7.31E-01,6
3.35E-01,3.65E+19,3.33E+19,1.41E+03,1.55E+03,3.18E+04,1.47E+18,2.50E-02,0.31757757,0.50475642,-4.84E+02,8.33E+04,0.99788034,7.38E-01,6
3.40E-01,3.64E+19,3.32E+19,1.40E+03,1.53E+03,3.18E+04,1.47E+18,2.50E-02,0.31209844,0.49942683,-5.06E+02,8.30E+04,0.99011737,7.46E-01,6
3.45E-01,3.62E+19,3.31E+19,1.40E+03,1.52E+03,3.18E+04,1.47E+18,2.50E-02,0.30680197,0.49429659,-5.29E+02,8.26E+04,0.98668593,7.54E-01,6
3.50E-01,3.61E+19,3.30E+19,1.39E+03,1.50E+03,3.18E+04,1.47E+18,2.50E-02,0.30153263,0.48917445,-5.52E+02,8.23E+04,0.9869315,7.62E-01,6
3.55E-01,3.60E+19,3.29E+19,1.38E+03,1.48E+03,3.18E+04,1.47E+18,2.50E-02,0.29631326,0.48404369,-5.76E+02,8.20E+04,0.99117309,7.70E-01,6
3.60E-01,3.58E+19,3.27E+19,1.37E+03,1.47E+03,3.18E+04,1.47E+18,2.50E-02,0.29137582,0.47931218,-6.01E+02,8.16E+04,1.0004321,7.78E-01,6
3.65E-01,3.57E+19,3.26E+19,1.36E+03,1.45E+03,3.18E+04,1.47E+18,2.50E-02,0.28649375,0.47457989,-6.26E+02,8.13E+04,1.0119566,7.87E-01,6
3.70E-01,3.56E+19,3.25E+19,1.35E+03,1.43E+03,3.17E+04,1.48E+18,2.50E-02,0.28165156,0.46986013,-6.52E+02,8.09E+04,1.0234176,7.95E-01,6
3.75E-01,3.54E+19,3.24E+19,1.34E+03,1.42E+03,3.16E+04,1.48E+18,2.50E-02,0.27687356,0.46514848,-6.79E+02,8.06E+04,1.0346977,8.04E-01,6
3.80E-01,3.53E+19,3.23E+19,1.33E+03,1.40E+03,3.16E+04,1.48E+18,2.50E-02,0.27244163,0.46067288,-7.07E+02,8.02E+04,1.0467764,8.12E-01,6
3.85E-01,3.52E+19,3.22E+19,1.32E+03,1.38E+03,3.15E+04,1.48E+18,2.50E-02,0.26820728,0.45625655,-7.35E+02,7.98E+04,1.0582738,8.21E-01,6
3.90E-01,3.51E+19,3.21E+19,1.31E+03,1.37E+03,3.14E+04,1.48E+18,2.50E-02,0.26426622,0.45197178,-7.64E+02,7.94E+04,1.0706805,8.30E-01,6
3.95E-01,3.49E+19,3.20E+19,1.30E+03,1.35E+03,3.12E+04,1.48E+18,2.50E-02,0.26042688,0.44754201,-7.94E+02,7.90E+04,1.0824333,8.39E-01,6
4.00E-01,3.48E+19,3.19E+19,1.29E+03,1.33E+03,3.11E+04,1.48E+18,2.50E-02,0.25686115,0.44330858,-8.24E+02,7.86E+04,1.0944707,8.49E-01,6
4.05E-01,3.47E+19,3.18E+19,1.28E+03,1.32E+03,3.10E+04,1.49E+18,2.50E-02,0.25359035,0.43924316,-8.55E+02,7.81E+04,1.1061498,8.58E-01,6
4.10E-01,3.46E+19,3.18E+19,1.27E+03,1.30E+03,3.08E+04,1.49E+18,2.50E-02,0.25044841,0.43509327,-8.88E+02,7.77E+04,1.1168388,8.67E-01,6
4.15E-01,3.44E+19,3.17E+19,1.26E+03,1.28E+03,3.07E+04,1.49E+18,2.50E-02,0.24748147,0.43096055,-9.20E+02,7.73E+04,1.1267033,8.77E-01,6
4.20E-01,3.43E+19,3.16E+19,1.25E+03,1.27E+03,3.05E+04,1.49E+18,2.50E-02,0.24475075,0.42692796,-9.54E+02,7.68E+04,1.1358235,8.87E-01,6
4.25E-01,3.42E+19,3.15E+19,1.24E+03,1.25E+03,3.03E+04,1.49E+18,2.50E-02,0.24229191,0.42307809,-9.89E+02,7.63E+04,1.1444877,8.97E-01,6
4.30E-01,3.41E+19,3.14E+19,1.23E+03,1.23E+03,3.01E+04,1.50E+18,2.50E-02,0.23994854,0.41911168,-1.02E+03,7.59E+04,1.1519431,9.07E-01,6
4.35E-01,3.40E+19,3.13E+19,1.23E+03,1.22E+03,2.99E+04,1.50E+18,2.50E-02,0.23781146,0.41517733,-1.06E+03,7.54E+04,1.1581643,9.17E-01,6
4.40E-01,3.39E+19,3.12E+19,1.22E+03,1.20E+03,2.97E+04,1.50E+18,2.50E-02,0.23595251,0.41144189,-1.10E+03,7.49E+04,1.1641918,9.28E-01,6
4.45E-01,3.38E+19,3.11E+19,1.21E+03,1.18E+03,2.95E+04,1.50E+18,2.50E-02,0.23423873,0.40759968,-1.13E+03,7.44E+04,1.1680816,9.38E-01,6
4.50E-01,3.37E+19,3.11E+19,1.20E+03,1.17E+03,2.92E+04,1.51E+18,2.50E-02,0.23270856,0.40377329,-1.17E+03,7.39E+04,1.1705362,9.49E-01,6
4.55E-01,3.36E+19,3.10E+19,1.19E+03,1.15E+03,2.90E+04,1.51E+18,2.50E-02,0.23145057,0.40006149,-1.21E+03,7.34E+04,1.17195,9.60E-01,6
4.60E-01,3.34E+19,3.09E+19,1.18E+03,1.14E+03,2.87E+04,1.51E+18,2.50E-02,0.23039545,0.3963669,-1.25E+03,7.28E+04,1.1722176,9.71E-01,6
4.65E-01,3.33E+19,3.08E+19,1.17E+03,1.12E+03,2.85E+04,1.51E+18,2.50E-02,0.22956495,0.39265826,-1.29E+03,7.23E+04,1.1709666,9.82E-01,6
4.70E-01,3.32E+19,3.07E+19,1.16E+03,1.10E+03,2.82E+04,1.52E+18,2.50E-02,0.2290009,0.38903303,-1.34E+03,7.18E+04,1.1680629,9.93E-01,6
4.75E-01,3.31E+19,3.06E+19,1.15E+03,1.09E+03,2.79E+04,1.52E+18,2.50E-02,0.22867626,0.3853828,-1.38E+03,7.12E+04,1.1637812,1.01E+00,6
4.80E-01,3.31E+19,3.06E+19,1.14E+03,1.07E+03,2.76E+04,1.52E+18,2.50E-02,0.22856404,0.38169021,-1.42E+03,7.06E+04,1.1588335,1.02E+00,6
4.85E-01,3.30E+19,3.05E+19,1.13E+03,1.06E+03,2.73E+04,1.53E+18,2.50E-02,0.22886404,0.37821968,-1.47E+03,7.01E+04,1.1565022,1.03E+00,6
4.90E-01,3.29E+19,3.04E+19,1.12E+03,1.05E+03,2.70E+04,1.53E+18,2.50E-02,0.22940764,0.37465223,-1.52E+03,6.95E+04,1.1564288,1.04E+00,6
4.95E-01,3.28E+19,3.03E+19,1.11E+03,1.03E+03,2.67E+04,1.53E+18,2.50E-02,0.23029363,0.37113691,-1.56E+03,6.89E+04,1.1593684,1.05E+00,6
5.00E-01,3.27E+19,3.02E+19,1.10E+03,1.02E+03,2.64E+04,1.54E+18,2.50E-02,0.2314516,0.36750022,-1.61E+03,6.83E+04,1.1645427,1.07E+00,6
5.05E-01,3.26E+19,3.01E+19,1.09E+03,1.00E+03,2.60E+04,1.54E+18,2.50E-02,0.23308899,0.36402822,-1.66E+03,6.77E+04,1.1734669,1.08E+00,6
5.10E-01,3.25E+19,3.01E+19,1.08E+03,9.92E+02,2.57E+04,1.54E+18,2.50E-02,0.23502664,0.36038208,-1.71E+03,6.71E+04,1.1847799,1.09E+00,6
5.15E-01,3.24E+19,3.00E+19,1.08E+03,9.79E+02,2.53E+04,1.55E+18,2.50E-02,0.2375052,0.3568492,-1.76E+03,6.64E+04,1.1996715,1.10E+00,6
5.20E-01,3.23E+19,2.99E+19,1.07E+03,9.66E+02,2.50E+04,1.55E+18,2.50E-02,0.240422,0.35335111,-1.81E+03,6.58E+04,1.218711,1.12E+00,6
5.25E-01,3.23E+19,2.98E+19,1.06E+03,9.54E+02,2.46E+04,1.55E+18,2.50E-02,0.24352679,0.34998806,-1.86E+03,6.52E+04,1.2419033,1.13E+00,6
5.30E-01,3.22E+19,2.98E+19,1.05E+03,9.43E+02,2.42E+04,1.56E+18,2.50E-02,0.24662679,0.34649601,-1.92E+03,6.45E+04,1.2697073,1.14E+00,6
5.35E-01,3.21E+19,2.97E+19,1.04E+03,9.31E+02,2.38E+04,1.56E+18,2.50E-02,0.24968465,0.34288324,-1.97E+03,6.38E+04,1.2979743,1.16E+00,6
5.40E-01,3.20E+19,2.96E+19,1.03E+03,9.20E+02,2.34E+04,1.57E+18,2.50E-02,0.25290221,0.33940773,-2.02E+03,6.32E+04,1.3266039,1.17E+00,6
5.45E-01,3.20E+19,2.96E+19,1.02E+03,9.09E+02,2.30E+04,1.57E+18,2.50E-02,0.25614128,0.3358871,-2.08E+03,6.25E+04,1.3550527,1.19E+00,6
5.50E-01,3.19E+19,2.95E+19,1.01E+03,8.99E+02,2.27E+04,1.58E+18,2.50E-02,0.25939915,0.33233888,-2.13E+03,6.18E+04,1.3830799,1.20E+00,6
5.55E-01,3.18E+19,2.94E+19,1.00E+03,8.89E+02,2.23E+04,1.58E+18,2.50E-02,0.2627528,0.32886338,-2.19E+03,6.12E+04,1.4108869,1.21E+00,6
5.60E-01,3.17E+19,2.94E+19,9.93E+02,8.79E+02,2.19E+04,1.58E+18,2.50E-02,0.26608041,0.32533598,-2.24E+03,6.05E+04,1.4379418,1.23E+00,6
5.65E-01,3.17E+19,2.93E+19,9.84E+02,8.69E+02,2.15E+04,1.59E+18,2.50E-02,0.26939669,0.32177773,-2.30E+03,5.98E+04,1.4644202,1.24E+00,6
5.70E-01,3.16E+19,2.93E+19,9.75E+02,8.60E+02,2.11E+04,1.59E+18,2.50E-02,0.27270707,0.31819082,-2.35E+03,5.91E+04,1.4894154,1.26E+00,6
5.75E-01,3.15E+19,2.92E+19,9.66E+02,8.51E+02,2.07E+04,1.60E+18,2.50E-02,0.2760261,0.31464492,-2.40E+03,5.85E+04,1.5146565,1.27E+00,6
5.80E-01,3.15E+19,2.91E+19,9.57E+02,8.42E+02,2.03E+04,1.60E+18,2.50E-02,0.27938882,0.31118579,-2.45E+03,5.78E+04,1.5378197,1.29E+00,6
5.85E-01,3.14E+19,2.91E+19,9.48E+02,8.33E+02,1.99E+04,1.61E+18,2.50E-02,0.28266433,0.30765837,-2.50E+03,5.71E+04,1.559772,1.31E+00,6
5.90E-01,3.14E+19,2.90E+19,9.39E+02,8.25E+02,1.95E+04,1.61E+18,2.50E-02,0.28578272,0.30402852,-2.55E+03,5.65E+04,1.5797129,1.32E+00,6
5.95E-01,3.13E+19,2.90E+19,9.31E+02,8.16E+02,1.92E+04,1.62E+18,2.50E-02,0.28895009,0.30053424,-2.60E+03,5.58E+04,1.5982119,1.34E+00,6
6.00E-01,3.12E+19,2.89E+19,9.22E+02,8.08E+02,1.88E+04,1.63E+18,2.50E-02,0.29176712,0.29678565,-2.64E+03,5.52E+04,1.6142517,1.36E+00,6
6.05E-01,3.12E+19,2.89E+19,9.13E+02,8.01E+02,1.84E+04,1.63E+18,2.50E-02,0.29456374,0.29315101,-2.69E+03,5.45E+04,1.6299088,1.37E+00,6
6.10E-01,3.11E+19,2.88E+19,9.04E+02,7.93E+02,1.81E+04,1.64E+18,2.50E-02,0.29722568,0.28953862,-2.73E+03,5.39E+04,1.6468166,1.39E+00,6
6.15E-01,3.11E+19,2.88E+19,8.95E+02,7.85E+02,1.78E+04,1.64E+18,2.50E-02,0.29965994,0.28587163,-2.77E+03,5.33E+04,1.6620234,1.41E+00,6
6.20E-01,3.10E+19,2.87E+19,8.86E+02,7.78E+02,1.74E+04,1.65E+18,2.50E-02,0.30187336,0.28216975,-2.80E+03,5.27E+04,1.6774497,1.43E+00,6
6.25E-01,3.10E+19,2.87E+19,8.78E+02,7.71E+02,1.71E+04,1.66E+18,2.50E-02,0.30379355,0.27843819,-2.84E+03,5.21E+04,1.6920353,1.44E+00,6
6.30E-01,3.09E+19,2.86E+19,8.69E+02,7.64E+02,1.68E+04,1.66E+18,2.50E-02,0.30567005,0.27489742,-2.87E+03,5.16E+04,1.7078955,1.46E+00,6
6.35E-01,3.09E+19,2.86E+19,8.60E+02,7.57E+02,1.65E+04,1.67E+18,2.50E-02,0.30705631,0.27115139,-2.90E+03,5.10E+04,1.7225019,1.48E+00,6
6.40E-01,3.08E+19,2.85E+19,8.51E+02,7.50E+02,1.62E+04,1.68E+18,2.50E-02,0.30811223,0.26740379,-2.93E+03,5.05E+04,1.7360377,1.50E+00,6
6.45E-01,3.08E+19,2.85E+19,8.43E+02,7.44E+02,1.59E+04,1.68E+18,2.50E-02,0.30874071,0.26357912,-2.95E+03,5.00E+04,1.7482724,1.52E+00,6
6.50E-01,3.07E+19,2.85E+19,8.34E+02,7.37E+02,1.57E+04,1.69E+18,2.50E-02,0.30903843,0.25978354,-2.97E+03,4.95E+04,1.7608613,1.54E+00,6
6.55E-01,3.07E+19,2.84E+19,8.25E+02,7.31E+02,1.55E+04,1.70E+18,2.50E-02,0.30898795,0.25601018,-2.98E+03,4.90E+04,1.7731904,1.56E+00,6
6.60E-01,3.06E+19,2.84E+19,8.16E+02,7.25E+02,1.52E+04,1.70E+18,2.50E-02,0.30843264,0.25218812,-2.99E+03,4.85E+04,1.7845829,1.58E+00,6
6.65E-01,3.06E+19,2.83E+19,8.08E+02,7.18E+02,1.50E+04,1.71E+18,2.50E-02,0.30753058,0.24841432,-3.00E+03,4.81E+04,1.7949612,1.60E+00,6
6.70E-01,3.05E+19,2.83E+19,7.99E+02,7.12E+02,1.48E+04,1.72E+18,2.50E-02,0.30600891,0.24448943,-3.01E+03,4.77E+04,1.8034775,1.62E+00,6
6.75E-01,3.05E+19,2.82E+19,7.90E+02,7.06E+02,1.46E+04,1.73E+18,2.50E-02,0.30413821,0.2406702,-3.01E+03,4.73E+04,1.8136238,1.64E+00,6
6.80E-01,3.05E+19,2.82E+19,7.82E+02,7.00E+02,1.45E+04,1.73E+18,2.50E-02,0.30185249,0.23685474,-3.00E+03,4.69E+04,1.8223628,1.66E+00,6
6.85E-01,3.04E+19,2.82E+19,7.73E+02,6.94E+02,1.43E+04,1.74E+18,2.50E-02,0.29890892,0.23291314,-2.99E+03,4.66E+04,1.8283498,1.69E+00,6
6.90E-01,3.04E+19,2.81E+19,7.65E+02,6.88E+02,1.42E+04,1.75E+18,2.50E-02,0.29557934,0.22902523,-2.98E+03,4.63E+04,1.8303238,1.71E+00,6
6.95E-01,3.03E+19,2.81E+19,7.56E+02,6.82E+02,1.41E+04,1.76E+18,2.50E-02,0.29174697,0.22510627,-2.96E+03,4.60E+04,1.8265905,1.73E+00,6
7.00E-01,3.03E+19,2.80E+19,7.47E+02,6.76E+02,1.40E+04,1.76E+18,2.50E-02,0.28741404,0.22112705,-2.94E+03,4.57E+04,1.8185949,1.76E+00,6
7.05E-01,3.02E+19,2.80E+19,7.39E+02,6.70E+02,1.39E+04,1.77E+18,2.50E-02,0.2826705,0.21716396,-2.91E+03,4.54E+04,1.8049461,1.78E+00,6
