 Global NB Heating and Current Drive Parameters
 ----------------------------------------------
 TOTALS:
 Total Absorbed Power      =    4.0090 MW
 Total Lost Power          =     .0000 MW
 Total NB Driven Current   =   .10149E+06 A
 Total NBCD Efficiency     =   .25315E-01 A/W
 Total Beam Beta           =   .13811E-02
 Taus                      =   .19087E-02 s
 Volp                      =   .17457E+02 m3

 Information per Beamline and Energy Group:
 -----------------------------------------
                       Beam 1          Beam 2          Beam 3
                       ------          ------          ------
 Absorbed Power      .40090E+01
 Lost Power          .00000E+00
 NB driven current   .10149E+06
 NBCD efficiency     .25315E-01
 NBCD gamma          .10757E-01

 Beam Shinethrough
    energy group 1   .00000E+00
    energy group 2   .00000E+00
    energy group 3   .00000E+00

 Beam-Target Parameters
 ----------------------
 Total Beam-Target Fusion Power   =   .25735E-03 MW
 Total Power to Charged Particles =   .16982E-03 MW
 Total DT Neutron Rate            =   .00000E+00 n/s
 Total DD Neutron Rate            =   .22297E+15 n/s

 Neutral Beam Deposition Profiles
 --------------------------------
 Beam  1
     rho      hofr_1       hofr_2       hofr_3
   .12949   .63650E+00   .63023E+00   .62596E+00
   .14126   .63411E+00   .62573E+00   .62021E+00
   .15304   .63198E+00   .62175E+00   .61524E+00
   .16481   .62992E+00   .61793E+00   .61056E+00
   .17658   .62785E+00   .61414E+00   .60600E+00
   .18835   .62577E+00   .61037E+00   .60152E+00
   .20012   .62369E+00   .60661E+00   .59711E+00
   .21190   .62159E+00   .60285E+00   .59277E+00
   .22367   .61949E+00   .59911E+00   .58851E+00
   .23544   .61741E+00   .59541E+00   .58433E+00
   .24721   .61533E+00   .59172E+00   .58021E+00
   .25898   .61328E+00   .58807E+00   .57617E+00
   .27076   .61126E+00   .58446E+00   .57222E+00
   .28253   .60928E+00   .58090E+00   .56834E+00
   .29430   .60733E+00   .57737E+00   .56452E+00
   .30607   .60541E+00   .57388E+00   .56076E+00
   .31784   .60354E+00   .57043E+00   .55708E+00
   .32962   .60175E+00   .56705E+00   .55347E+00
   .34139   .60000E+00   .56370E+00   .54992E+00
   .35316   .59834E+00   .56041E+00   .54644E+00
   .36493   .59676E+00   .55716E+00   .54301E+00
   .37670   .59527E+00   .55398E+00   .53965E+00
   .38848   .59390E+00   .55085E+00   .53635E+00
   .40025   .59268E+00   .54780E+00   .53312E+00
   .41202   .59159E+00   .54482E+00   .52994E+00
   .42379   .59072E+00   .54193E+00   .52684E+00
   .43556   .59013E+00   .53916E+00   .52382E+00
   .44734   .58987E+00   .53653E+00   .52088E+00
   .45911   .59001E+00   .53404E+00   .51802E+00
   .47088   .59069E+00   .53174E+00   .51525E+00
   .48265   .59205E+00   .52968E+00   .51259E+00
   .49442   .59436E+00   .52793E+00   .51006E+00
   .50620   .59807E+00   .52663E+00   .50769E+00
   .51797   .60395E+00   .52601E+00   .50556E+00
   .52974   .61454E+00   .52689E+00   .50390E+00
   .54151   .63649E+00   .53164E+00   .50342E+00
   .55328   .62748E+00   .52673E+00   .50016E+00
   .56506   .62881E+00   .52550E+00   .49809E+00
   .57683   .60928E+00   .51781E+00   .49416E+00
   .58860   .00000E+00   .00000E+00   .00000E+00

   rho     jnbtot      pNBe        pNBi        nbfast      pressb      pfusb      dvol      dA
  .0000   .1626E+06   .5650E+00   .8413E+00   .5048E+19   .1886E+05   .1843E-03   .1441E-02   .1367E-03
  .0200   .5365E+06   .1143E+01   .1696E+01   .1021E+20   .3810E+05   .3711E-03   .1153E-01   .1094E-02
  .0400   .4063E+06   .7556E+00   .1116E+01   .6741E+19   .2514E+05   .2435E-03   .2308E-01   .2189E-02
  .0600   .3935E+06   .6707E+00   .9829E+00   .5973E+19   .2223E+05   .2135E-03   .3465E-01   .3287E-02
  .0800   .3915E+06   .6264E+00   .9072E+00   .5562E+19   .2065E+05   .1957E-03   .4626E-01   .4388E-02
  .1000   .3897E+06   .5939E+00   .8474E+00   .5253E+19   .1943E+05   .1813E-03   .5793E-01   .5494E-02
  .1200   .3855E+06   .5657E+00   .7931E+00   .4979E+19   .1834E+05   .1679E-03   .6966E-01   .6607E-02
  .1400   .3784E+06   .5390E+00   .7407E+00   .4716E+19   .1729E+05   .1550E-03   .8147E-01   .7728E-02
  .1600   .3682E+06   .5128E+00   .6890E+00   .4454E+19   .1624E+05   .1423E-03   .9338E-01   .8857E-02
  .1800   .3554E+06   .4867E+00   .6379E+00   .4192E+19   .1519E+05   .1298E-03   .1054E+00   .9996E-02
  .2000   .3403E+06   .4605E+00   .5877E+00   .3928E+19   .1414E+05   .1177E-03   .1175E+00   .1115E-01
  .2200   .3235E+06   .4347E+00   .5388E+00   .3666E+19   .1310E+05   .1060E-03   .1298E+00   .1231E-01
  .2400   .2628E+06   .3526E+00   .4242E+00   .2938E+19   .1040E+05   .8175E-04   .1422E+00   .1349E-01
  .2600   .2291E+06   .3078E+00   .3586E+00   .2529E+19   .8875E+04   .6762E-04   .1548E+00   .1468E-01
  .2800   .2050E+06   .2769E+00   .3118E+00   .2239E+19   .7782E+04   .5743E-04   .1675E+00   .1589E-01
  .3000   .1858E+06   .2531E+00   .2749E+00   .2010E+19   .6915E+04   .4940E-04   .1804E+00   .1711E-01
  .3200   .1696E+06   .2339E+00   .2446E+00   .1820E+19   .6197E+04   .4283E-04   .1936E+00   .1836E-01
  .3400   .1556E+06   .2180E+00   .2191E+00   .1659E+19   .5584E+04   .3733E-04   .2069E+00   .1963E-01
  .3600   .1432E+06   .2046E+00   .1973E+00   .1519E+19   .5053E+04   .3268E-04   .2205E+00   .2091E-01
  .3800   .1321E+06   .1931E+00   .1784E+00   .1395E+19   .4584E+04   .2868E-04   .2343E+00   .2222E-01
  .4000   .1220E+06   .1831E+00   .1619E+00   .1284E+19   .4167E+04   .2523E-04   .2484E+00   .2356E-01
  .4200   .1127E+06   .1745E+00   .1473E+00   .1184E+19   .3792E+04   .2223E-04   .2627E+00   .2492E-01
  .4400   .1043E+06   .1670E+00   .1345E+00   .1094E+19   .3455E+04   .1961E-04   .2773E+00   .2630E-01
  .4600   .9652E+05   .1604E+00   .1230E+00   .1011E+19   .3149E+04   .1731E-04   .2922E+00   .2771E-01
  .4800   .8929E+05   .1546E+00   .1127E+00   .9351E+18   .2871E+04   .1530E-04   .3074E+00   .2916E-01
  .5000   .8257E+05   .1495E+00   .1035E+00   .8654E+18   .2617E+04   .1353E-04   .3229E+00   .3063E-01
  .5200   .7632E+05   .1449E+00   .9516E-01   .8011E+18   .2385E+04   .1197E-04   .3388E+00   .3213E-01
  .5400   .7045E+05   .1409E+00   .8759E-01   .7411E+18   .2171E+04   .1058E-04   .3550E+00   .3367E-01
  .5600   .6499E+05   .1373E+00   .8071E-01   .6855E+18   .1974E+04   .9356E-05   .3716E+00   .3524E-01
  .5800   .5987E+05   .1341E+00   .7441E-01   .6337E+18   .1794E+04   .8267E-05   .3885E+00   .3685E-01
  .6000   .5507E+05   .1311E+00   .6860E-01   .5851E+18   .1628E+04   .7296E-05   .4058E+00   .3849E-01
  .6200   .5057E+05   .1284E+00   .6323E-01   .5398E+18   .1474E+04   .6429E-05   .4236E+00   .4017E-01
  .6400   .4636E+05   .1258E+00   .5825E-01   .4974E+18   .1333E+04   .5656E-05   .4417E+00   .4189E-01
  .6600   .4241E+05   .1234E+00   .5359E-01   .4576E+18   .1203E+04   .4962E-05   .4603E+00   .4365E-01
  .6800   .3870E+05   .1210E+00   .4920E-01   .4201E+18   .1083E+04   .4338E-05   .4793E+00   .4546E-01
  .7000   .3524E+05   .1187E+00   .4508E-01   .3851E+18   .9722E+03   .3779E-05   .4987E+00   .4730E-01
  .7200   .3198E+05   .1163E+00   .4114E-01   .3519E+18   .8698E+03   .3273E-05   .5186E+00   .4919E-01
  .7400   .2890E+05   .1137E+00   .3736E-01   .3204E+18   .7747E+03   .2816E-05   .5390E+00   .5113E-01
  .7600   .2600E+05   .1110E+00   .3373E-01   .2904E+18   .6863E+03   .2403E-05   .5599E+00   .5311E-01
  .7800   .2326E+05   .1080E+00   .3021E-01   .2619E+18   .6042E+03   .2029E-05   .5813E+00   .5514E-01
  .8000   .2066E+05   .1048E+00   .2680E-01   .2347E+18   .5278E+03   .1691E-05   .6033E+00   .5722E-01
  .8200   .1819E+05   .1011E+00   .2347E-01   .2084E+18   .4562E+03   .1387E-05   .6257E+00   .5935E-01
  .8400   .1583E+05   .9706E-01   .2024E-01   .1830E+18   .3891E+03   .1113E-05   .6487E+00   .6153E-01
  .8600   .1358E+05   .9254E-01   .1710E-01   .1583E+18   .3261E+03   .8699E-06   .6723E+00   .6376E-01
  .8800   .1143E+05   .8762E-01   .1407E-01   .1344E+18   .2672E+03   .6566E-06   .6964E+00   .6605E-01
  .9000   .9406E+04   .8243E-01   .1119E-01   .1112E+18   .2124E+03   .4738E-06   .7211E+00   .6840E-01
  .9200   .7598E+04   .7786E-01   .8549E-02   .8929E+17   .1631E+03   .3246E-06   .7464E+00   .7080E-01
  .9400   .5023E+04   .6656E-01   .5608E-02   .6215E+17   .1057E+03   .1782E-06   .7724E+00   .7326E-01
  .9600   .2776E+04   .5357E-01   .2963E-02   .3633E+17   .5600E+02   .7317E-07   .7989E+00   .7577E-01
  .9800   .9756E+03   .3000E-01   .8515E-03   .1440E+17   .1909E+02   .1393E-07   .8261E+00   .7835E-01
 1.0000   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00
